trade_id,account_num,activity,CUSIP,quantity,price,transaction_time
TDB_0000057,815127386,sell,HSGO3XBM7,8956,213.29,2024-05-30 02:25:16
TDB_0000058,825810138,sell,V0H365KX1,2835,219.45,2024-01-19 19:05:24
TDB_0000059,951998275,buy,YO02STU92,3983,70.37,2023-12-01 18:23:03
TDB_0000060,645066656,buy,YO02STU92,3855,162.89,2024-06-11 10:15:33
TDB_0000061,889854561,sell,X1LUZZ008,2745,255.45,2024-05-08 20:15:50
TDB_0000062,400437068,sell,YWJEHHDP9,3780,392.14,2024-04-24 05:18:21
TDB_0000063,661255455,sell,YO02STU92,7158,77.26,2024-03-08 14:16:57
TDB_0000064,107216323,buy,TX30S8B62,9157,373.03,2024-08-31 00:16:20
TDB_0000065,594779001,sell,292P3LG71,7630,274.25,2024-01-23 16:55:48
TDB_0000066,400437068,buy,CQBYE29J5,3838,240.47,2023-10-16 20:09:29
TDB_0000067,281014001,sell,3TXH7T4T4,8228,374.76,2023-12-04 07:51:23
TDB_0000068,281014001,sell,5ZSZR4IX3,2564,440.60,2024-02-04 09:18:01
TDB_0000069,281014001,buy,9SUGDF3A0,359,368.10,2024-01-15 20:20:09
TDB_0000070,951998275,sell,YO02STU92,2988,343.51,2024-02-14 09:39:15
TDB_0000071,107216323,buy,H8ULRR404,3312,149.34,2024-01-12 01:34:01
TDB_0000072,889854561,buy,CQBYE29J5,2602,136.63,2024-05-30 14:07:47
TDB_0000073,400437068,sell,YO02STU92,356,92.62,2024-03-21 03:18:31
TDB_0000074,115447971,sell,B29432H36,8585,404.76,2024-05-23 23:43:46
TDB_0000075,982473600,buy,FXC47NHW6,7735,243.12,2024-04-02 01:35:13
TDB_0000076,115447971,buy,B4VLMJKR4,4826,442.58,2024-03-01 00:55:16
TDB_0000077,416091528,sell,YWJEHHDP9,9782,454.91,2024-02-06 10:20:09
TDB_0000078,416091528,buy,15EHH7NG3,1980,275.04,2024-09-10 08:43:58
TDB_0000079,107216323,sell,3TXH7T4T4,4167,292.50,2023-11-01 17:38:03
TDB_0000080,982473600,buy,TX30S8B62,7101,452.70,2024-08-07 16:33:03
TDB_0000081,611250713,buy,A0XKZ70G1,1946,204.68,2023-11-01 10:30:22
TDB_0000082,982473600,sell,CKCVCQPB1,1270,417.55,2024-04-01 17:50:06
TDB_0000083,951998275,buy,A0XKZ70G1,5552,383.33,2023-10-04 01:21:55
TDB_0000084,159570865,sell,ZZZ6K86D1,7435,354.51,2024-04-06 09:40:49
TDB_0000085,115447971,sell,292P3LG71,1931,193.60,2024-02-24 20:41:39
TDB_0000086,902331019,buy,TX30S8B62,2371,483.41,2024-04-13 01:50:37
TDB_0000087,825810138,buy,15EHH7NG3,6643,399.63,2024-06-10 12:29:08
TDB_0000088,661255455,buy,V0H365KX1,6269,413.05,2024-09-15 04:41:32
TDB_0000089,268260362,buy,Y0S5DJPF7,3596,474.37,2024-04-08 11:56:58
TDB_0000090,226651774,buy,JS1JBRRF4,2113,253.77,2024-06-25 18:07:53
TDB_0000091,407496832,buy,IJHKIMLJ7,7451,233.05,2023-10-07 17:24:16
TDB_0000092,833887605,sell,YWJEHHDP9,555,224.03,2024-09-07 09:48:28
TDB_0000093,674281263,sell,156M6YY49,7897,64.65,2024-06-25 14:53:12
TDB_0000094,803264434,buy,HSGO3XBM7,7593,377.05,2024-09-05 17:26:18
TDB_0000095,815127386,buy,X1LUZZ008,5648,36.37,2024-09-13 13:21:17
TDB_0000096,226651774,buy,TX30S8B62,9300,472.92,2024-02-01 05:25:46
TDB_0000097,594779001,sell,Y0S5DJPF7,3286,256.98,2024-03-09 15:32:30
TDB_0000098,825810138,buy,JS1JBRRF4,8960,212.00,2023-12-02 01:53:34
TDB_0000099,951998275,buy,RD1OSEVT3,5523,247.17,2023-11-09 03:39:40
TDB_0000100,407496832,buy,RD1OSEVT3,9128,429.71,2024-08-31 11:30:04
TDB_0000101,803264434,sell,YO02STU92,3081,326.39,2024-03-23 00:49:37
TDB_0000102,400437068,buy,15EHH7NG3,369,110.80,2023-12-13 21:58:56
TDB_0000103,127658056,sell,H8ULRR404,8124,204.06,2024-02-15 00:07:01
TDB_0000104,611250713,sell,FXC47NHW6,22,425.26,2024-07-31 07:39:52
TDB_0000105,982473600,sell,YO02STU92,9514,368.50,2024-08-02 22:06:30
TDB_0000106,844783191,sell,YWJEHHDP9,4498,498.80,2023-12-11 01:29:09
TDB_0000107,159570865,sell,X1LUZZ008,1959,2.21,2023-12-05 06:12:50
TDB_0000108,798818183,buy,Q99X60AP0,1274,342.72,2024-05-14 01:28:38
TDB_0000109,407496832,sell,B29432H36,3906,401.19,2023-11-07 04:31:24
TDB_0000110,951998275,buy,3TXH7T4T4,1960,46.11,2024-06-09 17:25:09
TDB_0000111,416091528,buy,CKCVCQPB1,9525,234.13,2024-07-04 02:51:48
TDB_0000112,400437068,buy,CKCVCQPB1,6670,330.28,2024-04-03 22:59:31
TDB_0000113,115447971,buy,B4VLMJKR4,4553,225.69,2024-06-13 00:37:25
TDB_0000114,798818183,buy,YWJEHHDP9,2113,172.37,2024-03-09 00:43:02
TDB_0000115,779099274,buy,156M6YY49,6200,282.43,2024-01-18 11:55:47
TDB_0000116,850226336,sell,B4VLMJKR4,1667,103.68,2023-11-10 20:28:01
TDB_0000117,281014001,buy,A0XKZ70G1,5584,273.61,2023-11-18 11:40:46
TDB_0000118,226651774,sell,156M6YY49,8597,481.52,2024-09-03 02:02:08
TDB_0000119,982473600,buy,15EHH7NG3,8222,243.95,2023-10-09 08:30:12
TDB_0000120,661255455,buy,156M6YY49,2949,84.54,2024-06-12 00:42:48
TDB_0000121,651286323,sell,YO02STU92,1750,254.82,2024-03-11 19:51:44
TDB_0000122,779099274,sell,HSGO3XBM7,9664,314.22,2024-01-14 14:09:23
TDB_0000123,798818183,buy,3TXH7T4T4,7511,385.63,2023-12-15 16:37:25
TDB_0000124,594779001,buy,156M6YY49,8592,175.98,2023-12-10 23:30:52
TDB_0000125,107216323,sell,V0H365KX1,7248,69.90,2024-02-18 05:31:13
TDB_0000126,651286323,sell,ZZZ6K86D1,920,317.07,2024-03-22 12:39:16
TDB_0000127,815127386,buy,FXC47NHW6,5642,54.97,2024-01-29 20:39:51
TDB_0000128,268260362,sell,Q99X60AP0,5643,44.98,2023-12-12 12:17:17
TDB_0000129,107216323,buy,A0XKZ70G1,3961,196.85,2024-05-10 15:45:25
TDB_0000130,416091528,buy,3TXH7T4T4,8831,321.51,2024-06-14 13:33:21
TDB_0000131,798818183,buy,TX30S8B62,4346,380.83,2024-07-14 22:37:26
TDB_0000132,661255455,sell,V0H365KX1,8423,184.89,2024-04-06 04:52:57
TDB_0000133,889854561,buy,B29432H36,2337,103.99,2023-12-10 14:58:13
TDB_0000134,268260362,sell,B29432H36,6012,270.22,2024-05-30 09:02:26
TDB_0000135,127658056,sell,X1LUZZ008,1342,117.35,2023-11-15 21:18:14
TDB_0000136,815127386,sell,A0XKZ70G1,9228,213.79,2024-06-08 19:16:28
TDB_0000137,281014001,buy,156M6YY49,217,263.37,2023-10-09 11:36:57
TDB_0000138,651286323,sell,B29432H36,5667,220.71,2023-12-05 09:30:55
TDB_0000139,115447971,sell,JS1JBRRF4,3590,466.66,2024-02-16 15:47:53
TDB_0000140,844783191,sell,CKCVCQPB1,3848,9.41,2024-09-25 13:49:09
TDB_0000141,594779001,buy,A0XKZ70G1,627,337.96,2023-10-29 11:57:05
TDB_0000142,105933111,sell,FXC47NHW6,1926,448.53,2024-02-12 19:22:35
TDB_0000143,281014001,sell,9SUGDF3A0,6050,300.27,2024-03-19 16:09:02
TDB_0000144,281014001,sell,B29432H36,6364,439.27,2023-11-30 10:04:39
TDB_0000145,107216323,sell,156M6YY49,7087,221.30,2023-11-11 16:22:27
TDB_0000146,416091528,buy,Y0S5DJPF7,766,396.33,2023-10-02 04:17:48
TDB_0000147,127658056,sell,FXC47NHW6,1876,417.87,2024-03-03 06:11:02
TDB_0000148,268260362,buy,15EHH7NG3,9389,160.61,2024-01-31 16:29:48
TDB_0000149,951998275,buy,RD1OSEVT3,4698,414.03,2024-05-01 06:55:12
TDB_0000150,416091528,buy,A0XKZ70G1,1443,6.96,2023-11-09 23:38:19
TDB_0000151,833887605,buy,CQBYE29J5,7263,393.51,2024-05-04 15:39:46
TDB_0000152,798818183,buy,JS1JBRRF4,5852,397.48,2024-02-18 09:50:44
TDB_0000153,407496832,sell,IJHKIMLJ7,2377,404.60,2024-02-18 10:52:19
TDB_0000154,889854561,buy,B29432H36,5518,105.25,2024-09-11 03:09:25
TDB_0000155,779099274,buy,Q99X60AP0,9807,367.14,2024-07-11 05:27:40
TDB_0000156,951998275,sell,5ZSZR4IX3,2891,156.58,2024-05-03 23:42:50
TDB_0000157,127658056,sell,156M6YY49,5482,171.83,2023-10-13 21:55:34
TDB_0000158,159570865,sell,B4VLMJKR4,2030,274.27,2024-02-24 13:36:31
TDB_0000159,159570865,buy,RD1OSEVT3,3856,325.15,2023-09-28 20:23:10
TDB_0000160,982473600,sell,IJHKIMLJ7,5540,287.41,2024-09-15 06:46:11
TDB_0000161,407496832,buy,9SUGDF3A0,9731,368.75,2023-12-14 08:25:51
TDB_0000162,611250713,sell,JS1JBRRF4,8310,108.52,2024-01-24 01:23:48
TDB_0000163,674281263,buy,TX30S8B62,1907,352.13,2024-04-17 13:31:59
TDB_0000164,844783191,sell,292P3LG71,7599,389.70,2024-05-05 09:52:36
TDB_0000165,105933111,sell,IJHKIMLJ7,6443,367.84,2024-08-17 01:58:18
TDB_0000166,844783191,sell,CQBYE29J5,3481,124.13,2024-05-14 18:13:35
TDB_0000167,902331019,buy,5ZSZR4IX3,2483,430.31,2024-06-11 12:27:11
TDB_0000168,833887605,sell,V0H365KX1,7512,200.61,2023-12-11 15:27:46
TDB_0000169,833887605,buy,CQBYE29J5,5134,417.58,2024-08-20 22:19:30
TDB_0000170,416091528,buy,292P3LG71,8743,198.73,2024-03-08 11:32:19
TDB_0000171,407496832,sell,CKCVCQPB1,5311,161.16,2024-09-01 20:46:20
TDB_0000172,268260362,sell,156M6YY49,850,376.86,2024-01-15 12:38:59
TDB_0000173,400437068,buy,156M6YY49,3701,163.72,2024-01-04 11:43:23
TDB_0000174,902331019,sell,JS1JBRRF4,384,492.10,2024-02-05 02:10:43
TDB_0000175,407496832,sell,RD1OSEVT3,7336,108.64,2023-10-04 22:46:21
TDB_0000176,115447971,sell,RD1OSEVT3,3988,13.27,2024-07-17 19:36:00
TDB_0000177,850226336,buy,3TXH7T4T4,1483,43.50,2024-08-31 22:58:05
TDB_0000178,107216323,buy,FXC47NHW6,9435,330.63,2023-10-29 00:21:26
TDB_0000179,594779001,sell,CQBYE29J5,7202,37.07,2024-01-24 09:28:17
TDB_0000180,798818183,sell,JS1JBRRF4,3062,287.92,2023-10-22 16:38:01
TDB_0000181,645066656,buy,B4VLMJKR4,3076,347.75,2023-12-16 19:30:37
TDB_0000182,127658056,buy,V0H365KX1,9338,299.35,2024-07-27 17:53:38
TDB_0000183,281014001,buy,Q99X60AP0,6208,382.28,2024-03-26 19:58:11
TDB_0000184,844783191,buy,JS1JBRRF4,7280,395.25,2023-10-23 17:14:30
TDB_0000185,416091528,buy,YWJEHHDP9,6319,429.65,2023-12-16 12:09:27
TDB_0000186,645066656,sell,5ZSZR4IX3,4660,477.81,2024-02-20 20:33:23
TDB_0000187,661255455,sell,H8ULRR404,2480,246.59,2023-10-02 20:48:23
TDB_0000188,645066656,buy,TX30S8B62,3111,261.19,2024-09-08 02:01:13
TDB_0000189,951998275,sell,Y0S5DJPF7,6819,196.81,2024-09-16 08:02:34
TDB_0000190,115447971,sell,B29432H36,8088,138.42,2024-03-30 13:34:06
TDB_0000191,594779001,buy,B4VLMJKR4,1262,212.64,2023-10-01 07:11:15
TDB_0000192,813265305,sell,B29432H36,5900,136.73,2023-11-12 22:59:42
TDB_0000193,850226336,buy,B4VLMJKR4,9295,67.63,2024-06-12 00:20:30
TDB_0000194,825810138,buy,CQBYE29J5,6034,236.75,2023-12-30 10:02:37
TDB_0000195,815127386,sell,5ZSZR4IX3,2461,391.94,2024-02-07 06:57:46
TDB_0000196,815127386,buy,156M6YY49,6652,238.00,2024-03-17 13:46:26
TDB_0000197,889854561,buy,3TXH7T4T4,9555,377.71,2023-10-12 00:18:43
TDB_0000198,159570865,buy,Q99X60AP0,7668,404.82,2024-03-12 11:19:53
TDB_0000199,127658056,sell,YWJEHHDP9,9447,451.81,2024-08-31 13:34:13
TDB_0000200,815127386,buy,JS1JBRRF4,3365,458.31,2024-04-30 12:31:44
TDB_0000201,661255455,buy,V0H365KX1,6884,245.88,2024-09-12 09:26:30
TDB_0000202,833887605,buy,V0H365KX1,8363,83.01,2024-04-24 19:08:36
TDB_0000203,107216323,buy,V0H365KX1,46,133.21,2024-06-29 08:13:01
TDB_0000204,674281263,buy,ZZZ6K86D1,3284,380.94,2024-03-12 03:39:16
TDB_0000205,844783191,sell,Q99X60AP0,1604,323.67,2024-05-22 10:12:30
TDB_0000206,850226336,sell,YWJEHHDP9,8308,121.26,2024-01-31 12:50:11
TDB_0000207,951998275,buy,5ZSZR4IX3,4100,494.97,2023-11-30 23:24:55
TDB_0000208,844783191,sell,Q99X60AP0,9120,295.06,2024-07-11 16:54:56
TDB_0000209,115447971,buy,V0H365KX1,8295,162.51,2024-07-04 14:53:10
TDB_0000210,611250713,sell,Q99X60AP0,8834,52.15,2023-10-18 23:37:59
TDB_0000211,951998275,buy,IJHKIMLJ7,8462,203.14,2024-03-07 23:59:37
TDB_0000212,400437068,buy,X1LUZZ008,6729,82.17,2024-01-14 04:42:17
TDB_0000213,833887605,sell,3TXH7T4T4,3497,106.72,2024-03-03 17:03:35
TDB_0000214,115447971,sell,X1LUZZ008,8901,498.70,2024-08-17 14:29:12
TDB_0000215,825810138,sell,Q99X60AP0,5694,61.55,2024-04-20 21:39:07
TDB_0000216,779099274,sell,H8ULRR404,5931,229.35,2024-08-20 04:13:20
TDB_0000217,159570865,sell,A0XKZ70G1,8260,211.64,2023-11-07 01:57:36
TDB_0000218,833887605,buy,CKCVCQPB1,2497,469.67,2023-12-18 22:07:46
TDB_0000219,651286323,buy,IJHKIMLJ7,997,231.43,2024-04-18 07:11:40
TDB_0000220,661255455,buy,YO02STU92,7281,119.62,2024-09-21 04:27:57
TDB_0000221,815127386,sell,292P3LG71,6855,457.71,2024-06-15 09:58:41
TDB_0000222,105933111,buy,H8ULRR404,7793,310.12,2024-01-19 21:46:14
TDB_0000223,815127386,buy,IJHKIMLJ7,2847,66.74,2023-11-17 07:42:53
TDB_0000224,416091528,sell,YWJEHHDP9,4992,290.44,2024-02-02 16:40:36
TDB_0000225,833887605,sell,YO02STU92,7066,84.60,2023-12-29 16:00:39
TDB_0000226,268260362,buy,B29432H36,1807,191.09,2023-12-13 13:44:32
TDB_0000227,798818183,sell,FXC47NHW6,5233,452.64,2024-01-10 20:26:52
TDB_0000228,815127386,sell,V0H365KX1,2889,179.32,2023-10-16 14:57:27
TDB_0000229,902331019,sell,X1LUZZ008,8725,264.32,2024-02-07 01:26:44
TDB_0000230,400437068,buy,ZZZ6K86D1,9770,419.06,2024-07-25 18:39:33
TDB_0000231,674281263,sell,FXC47NHW6,6982,250.56,2023-10-31 13:26:20
TDB_0000232,105933111,buy,3TXH7T4T4,6305,241.89,2024-07-08 12:46:16
TDB_0000233,416091528,buy,X1LUZZ008,4983,216.74,2024-01-25 13:08:40
TDB_0000234,645066656,sell,9SUGDF3A0,1963,133.71,2024-05-20 03:07:21
TDB_0000235,674281263,sell,X1LUZZ008,5872,350.79,2024-06-20 16:12:50
TDB_0000236,127658056,buy,RD1OSEVT3,7880,232.38,2024-01-19 19:30:37
TDB_0000237,779099274,buy,X1LUZZ008,2828,101.99,2023-11-13 08:45:50
TDB_0000238,107216323,buy,B4VLMJKR4,8733,305.42,2024-06-11 04:42:53
TDB_0000239,107216323,sell,IJHKIMLJ7,6098,109.13,2024-08-23 13:05:33
TDB_0000240,281014001,sell,V0H365KX1,7421,239.84,2024-09-14 20:29:00
TDB_0000241,951998275,sell,RD1OSEVT3,3887,296.21,2024-01-22 01:20:36
TDB_0000242,651286323,sell,YO02STU92,1839,187.13,2024-04-12 23:22:43
TDB_0000243,400437068,buy,CKCVCQPB1,3010,194.88,2023-12-05 08:17:21
TDB_0000244,815127386,buy,B29432H36,3187,134.32,2024-05-06 07:29:07
TDB_0000245,226651774,sell,RD1OSEVT3,503,125.24,2024-02-29 05:59:16
TDB_0000246,594779001,sell,FXC47NHW6,8368,165.93,2024-08-31 11:22:11
TDB_0000247,407496832,sell,RD1OSEVT3,212,221.90,2024-03-19 08:21:02
TDB_0000248,416091528,buy,15EHH7NG3,5114,367.07,2024-06-30 02:19:52
TDB_0000249,159570865,buy,A0XKZ70G1,5221,34.40,2024-09-07 23:14:25
TDB_0000250,844783191,buy,YWJEHHDP9,111,378.85,2024-09-04 15:52:05
TDB_0000251,127658056,buy,156M6YY49,8634,241.88,2024-07-30 21:39:10
TDB_0000252,651286323,sell,X1LUZZ008,6116,303.30,2024-03-24 04:32:43
TDB_0000253,645066656,buy,292P3LG71,323,465.22,2023-10-10 05:04:16
TDB_0000254,651286323,sell,V0H365KX1,661,135.82,2023-11-17 05:57:15
TDB_0000255,407496832,buy,X1LUZZ008,8944,290.10,2024-03-19 02:15:42
TDB_0000256,844783191,buy,3TXH7T4T4,4794,28.35,2024-08-03 17:19:35
TDB_0000257,902331019,buy,15EHH7NG3,4863,177.24,2023-12-02 15:35:58
TDB_0000258,813265305,buy,B29432H36,4632,445.33,2024-09-12 06:07:27
TDB_0000259,798818183,sell,TX30S8B62,8093,128.67,2024-04-18 04:31:35
TDB_0000260,407496832,buy,156M6YY49,1890,431.97,2023-11-28 14:41:10
TDB_0000261,416091528,buy,FXC47NHW6,5070,145.37,2024-01-31 00:32:02
TDB_0000262,779099274,sell,TX30S8B62,4581,382.05,2024-06-28 20:29:10
TDB_0000263,803264434,buy,B4VLMJKR4,1260,94.57,2024-07-30 20:34:15
TDB_0000264,107216323,buy,156M6YY49,5367,33.28,2024-01-01 08:15:44
TDB_0000265,815127386,buy,Y0S5DJPF7,2069,313.40,2023-11-12 09:18:22
TDB_0000266,268260362,buy,15EHH7NG3,1859,217.28,2024-02-07 12:12:51
TDB_0000267,850226336,sell,B4VLMJKR4,7552,141.00,2024-09-15 00:44:30
TDB_0000268,850226336,sell,CKCVCQPB1,9341,395.24,2024-08-08 20:25:53
TDB_0000269,902331019,sell,9SUGDF3A0,1465,439.50,2023-10-30 19:48:16
TDB_0000270,400437068,sell,156M6YY49,3847,256.22,2024-03-21 06:36:53
TDB_0000271,951998275,sell,A0XKZ70G1,4702,145.96,2024-07-10 12:21:26
TDB_0000272,281014001,buy,5ZSZR4IX3,6455,392.25,2024-06-26 05:54:47
TDB_0000273,407496832,sell,V0H365KX1,240,408.73,2023-10-16 21:06:49
TDB_0000274,850226336,sell,A0XKZ70G1,8751,470.44,2023-12-22 21:16:15
TDB_0000275,902331019,buy,292P3LG71,6204,135.46,2023-11-11 08:13:16
TDB_0000276,951998275,buy,5ZSZR4IX3,8751,332.85,2023-11-18 07:37:28
TDB_0000277,902331019,buy,B4VLMJKR4,8953,56.14,2023-12-29 06:49:59
TDB_0000278,803264434,buy,3TXH7T4T4,407,367.78,2024-08-26 14:55:01
TDB_0000279,107216323,sell,Q99X60AP0,6144,37.41,2024-09-14 07:12:30
TDB_0000280,982473600,sell,292P3LG71,5193,410.39,2024-05-16 17:28:17
TDB_0000281,803264434,sell,HSGO3XBM7,8446,166.97,2024-06-17 19:04:16
TDB_0000282,594779001,sell,CQBYE29J5,3051,120.31,2024-03-06 12:03:44
TDB_0000283,115447971,buy,9SUGDF3A0,6316,401.33,2024-06-03 02:50:41
TDB_0000284,844783191,sell,YO02STU92,8604,312.40,2023-10-19 19:01:27
TDB_0000285,833887605,sell,B4VLMJKR4,4705,39.36,2024-03-19 01:31:22
TDB_0000286,159570865,buy,CQBYE29J5,2064,344.80,2024-05-24 22:58:56
TDB_0000287,833887605,buy,ZZZ6K86D1,893,418.22,2024-03-06 21:00:43
TDB_0000288,833887605,buy,9SUGDF3A0,3831,82.83,2024-09-07 21:39:57
TDB_0000289,400437068,sell,5ZSZR4IX3,4507,283.95,2024-02-29 06:51:35
TDB_0000290,105933111,sell,V0H365KX1,3466,350.59,2023-10-04 20:14:24
TDB_0000291,645066656,buy,CQBYE29J5,3100,180.69,2024-01-19 14:13:20
TDB_0000292,815127386,sell,CKCVCQPB1,435,13.66,2023-12-12 06:09:39
TDB_0000293,281014001,sell,YWJEHHDP9,5336,329.41,2024-04-28 03:10:56
TDB_0000294,281014001,buy,YWJEHHDP9,4259,190.84,2024-08-12 03:50:42
TDB_0000295,661255455,sell,5ZSZR4IX3,8740,87.71,2024-08-31 03:52:11
TDB_0000296,651286323,buy,CQBYE29J5,9042,72.26,2024-07-23 07:03:07
TDB_0000297,226651774,sell,IJHKIMLJ7,2599,426.43,2024-06-15 07:38:18
TDB_0000298,982473600,buy,YWJEHHDP9,750,461.05,2024-04-03 00:48:23
TDB_0000299,159570865,sell,JS1JBRRF4,9098,419.69,2024-05-12 02:47:33
TDB_0000300,416091528,buy,IJHKIMLJ7,6316,20.28,2023-10-29 08:41:57
TDB_0000301,645066656,buy,YO02STU92,3400,26.76,2024-06-19 10:50:31
TDB_0000302,674281263,sell,9SUGDF3A0,8942,21.76,2024-03-16 06:17:05
TDB_0000303,833887605,buy,CKCVCQPB1,7955,460.95,2023-12-07 18:35:32
TDB_0000304,825810138,buy,15EHH7NG3,5674,187.30,2024-04-25 08:32:55
TDB_0000305,982473600,sell,Y0S5DJPF7,9334,328.15,2024-07-21 12:23:39
TDB_0000306,798818183,buy,CQBYE29J5,7886,400.60,2024-06-09 23:30:06
TDB_0000307,850226336,sell,H8ULRR404,2135,99.44,2024-03-06 09:01:52
TDB_0000308,407496832,sell,3TXH7T4T4,1529,59.37,2024-01-02 15:47:11
TDB_0000309,844783191,buy,IJHKIMLJ7,8555,49.95,2024-08-26 17:12:21
TDB_0000310,268260362,buy,X1LUZZ008,2503,76.25,2024-08-11 05:37:06
TDB_0000311,813265305,buy,ZZZ6K86D1,2348,82.27,2024-05-07 07:32:18
TDB_0000312,226651774,sell,V0H365KX1,8324,276.31,2024-03-21 21:20:30
TDB_0000313,902331019,sell,TX30S8B62,9130,253.31,2024-01-29 05:01:51
TDB_0000314,815127386,buy,HSGO3XBM7,1808,115.81,2023-12-10 06:44:07
TDB_0000315,825810138,sell,15EHH7NG3,1622,192.81,2023-10-14 16:39:05
TDB_0000316,951998275,buy,FXC47NHW6,4758,393.10,2024-08-21 22:32:04
TDB_0000317,416091528,sell,IJHKIMLJ7,6942,71.61,2024-03-26 20:41:23
